,cust_number,buisness_year,doc_id,document_create_date.1,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
5141,200769623,2020.0,1930690836.0,2020-03-24 00:00:00.000000000,19007.97,65,24,3,2020,8,4,2020,24,3,2020,34,2976,8-4-2020,2020-08-03 23:59:59.999999998,0-15days
5142,200712187,2020.0,1930641584.0,2020-03-11 00:00:00.000000000,121526.46,65,11,3,2020,26,3,2020,11,3,2020,21,2586,26-3-2020,2020-03-25 23:59:59.999999998,0-15days
5143,200744707,2020.0,1930671234.0,2020-03-18 00:00:00.000000000,52892.91,65,18,3,2020,2,4,2020,18,3,2020,21,2086,2-4-2020,2020-02-04 00:00:00.000000000,0-15days
5144,140106408,2020.0,2960628768.0,2020-04-18 00:00:00.000000000,125445.033,65,18,4,2020,6,5,2020,26,4,2020,5,2972,6-5-2020,2020-06-05 00:00:00.000000008,0-15days
5145,200744019,2020.0,1930580794.0,2020-02-28 00:00:00.000000000,81211.65,65,28,2,2020,14,3,2020,28,2,2020,21,2784,14-3-2020,2020-03-14 00:00:00.000000010,0-15days
5146,200769623,2020.0,1930862512.0,2020-05-07 00:00:00.000000000,661.11,65,7,5,2020,22,5,2020,7,5,2020,34,2980,22-5-2020,2020-05-21 23:59:59.999999998,0-15days
5147,200769623,2020.0,1930692382.0,2020-03-25 00:00:00.000000000,61.29,65,25,3,2020,9,4,2020,25,3,2020,34,2986,9-4-2020,2020-09-03 23:59:59.999999998,0-15days
5148,200416837,2020.0,1930811741.0,2020-04-22 00:00:00.000000000,18909.1,65,22,4,2020,23,4,2020,16,4,2020,35,694,23-4-2020,2020-04-22 23:59:59.999999992,0-15days
5149,200769623,2020.0,1930585409.0,2020-03-05 00:00:00.000000000,15484.66,65,5,3,2020,20,3,2020,5,3,2020,34,2985,20-3-2020,2020-03-19 23:59:59.999999998,0-15days
5150,200795490,2020.0,1930738666.0,2020-04-02 00:00:00.000000000,22985.49,65,2,4,2020,17,4,2020,2,4,2020,21,1295,17-4-2020,2020-04-17 00:00:00.000000002,0-15days
5151,140104409,2020.0,2960629378.0,2020-04-20 00:00:00.000000000,13252.463,65,20,4,2020,10,5,2020,30,4,2020,5,1655,10-5-2020,2020-10-05 00:00:00.000000002,0-15days
5152,200803720,2020.0,1930872223.0,2020-05-07 00:00:00.000000000,212.4,65,7,5,2020,24,5,2020,1,5,2020,38,699,24-5-2020,2020-05-23 23:59:59.999999991,0-15days
5153,200704045,2020.0,1930684785.0,2020-03-22 00:00:00.000000000,69089.05,65,22,3,2020,6,4,2020,22,3,2020,21,2229,6-4-2020,2020-06-04 00:00:00.000000000,0-15days
5154,200772670,2020.0,1930641697.0,2020-03-11 00:00:00.000000000,11681.43,65,11,3,2020,26,3,2020,11,3,2020,47,177,26-3-2020,2020-03-26 00:00:00.000000000,0-15days
5155,200707822,2020.0,1930621491.0,2020-03-07 00:00:00.000000000,75887.18,65,7,3,2020,22,3,2020,7,3,2020,21,2192,22-3-2020,2020-03-22 00:00:00.000000000,0-15days
5156,200749782,2020.0,1930688335.0,2020-03-23 00:00:00.000000000,2646.76,65,23,3,2020,7,4,2020,23,3,2020,21,1562,7-4-2020,2020-07-04 00:00:00.000000000,0-15days
5157,100031704,2020.0,1930876293.0,2020-05-08 00:00:00.000000000,39887.46,65,8,5,2020,23,5,2020,8,5,2020,21,728,23-5-2020,2020-05-23 00:00:00.000000004,0-15days
5158,200772670,2020.0,1930824471.0,2020-04-24 00:00:00.000000000,45135.77,65,24,4,2020,9,5,2020,24,4,2020,47,174,9-5-2020,2020-09-05 00:00:00.000000000,0-15days
5159,200706844,2020.0,1930818735.0,2020-04-23 00:00:00.000000000,10957.36,65,23,4,2020,8,5,2020,23,4,2020,21,3039,8-5-2020,2020-08-05 00:00:00.000000002,0-15days
5160,200761734,2020.0,1930641904.0,2020-03-13 00:00:00.000000000,15475.74,65,13,3,2020,28,3,2020,13,3,2020,21,1178,28-3-2020,2020-03-28 00:00:00.000000000,0-15days
5161,200149567,2020.0,1930710482.0,2020-03-27 00:00:00.000000000,58718.52,65,27,3,2020,11,5,2020,27,3,2020,25,2274,11-5-2020,2020-11-05 00:00:00.000000003,0-15days
5162,200609331,2020.0,1930792353.0,2020-04-15 00:00:00.000000000,29814.52,65,15,4,2020,30,4,2020,15,4,2020,21,1553,30-4-2020,2020-04-30 00:00:00.000000004,0-15days
5163,200761734,2020.0,1930662991.0,2020-03-19 00:00:00.000000000,17950.6,65,19,3,2020,3,4,2020,19,3,2020,21,1186,3-4-2020,2020-03-03 23:59:59.999999999,0-15days
5164,200148860,2020.0,1930833035.0,2020-04-29 00:00:00.000000000,75302.95,65,29,4,2020,14,5,2020,29,4,2020,21,780,14-5-2020,2020-05-14 00:00:00.000000000,0-15days
5165,200434439,2020.0,1930612217.0,2020-03-06 00:00:00.000000000,60031.09,65,6,3,2020,21,3,2020,6,3,2020,21,250,21-3-2020,2020-03-21 00:00:00.000000004,0-15days
5166,200772670,2020.0,1930594697.0,2020-03-06 00:00:00.000000000,1583.43,65,6,3,2020,21,3,2020,6,3,2020,47,177,21-3-2020,2020-03-21 00:00:00.000000000,0-15days
5167,200771157,2020.0,1930646701.0,2020-03-12 00:00:00.000000000,37291.95,65,12,3,2020,27,3,2020,12,3,2020,21,3018,27-3-2020,2020-03-27 00:00:00.000000005,0-15days
5168,200769623,2020.0,1930597587.0,2020-03-04 00:00:00.000000000,23861.06,65,4,3,2020,19,3,2020,4,3,2020,34,2977,19-3-2020,2020-03-18 23:59:59.999999999,0-15days
5169,200707822,2020.0,1930801561.0,2020-04-21 00:00:00.000000000,89956.45,65,21,4,2020,6,5,2020,21,4,2020,21,2196,6-5-2020,2020-06-05 00:00:00.000000000,0-15days
5170,200803720,2020.0,1930618517.0,2020-03-07 00:00:00.000000000,12071.75,65,7,3,2020,11,3,2020,1,3,2020,36,697,11-3-2020,2020-11-02 23:59:59.999999992,0-15days
5171,200732755,2020.0,1930811095.0,2020-04-23 00:00:00.000000000,47253.69,65,23,4,2020,8,5,2020,23,4,2020,21,1579,8-5-2020,2020-08-05 00:00:00.000000000,0-15days
5172,200794332,2020.0,1930668468.0,2020-03-19 00:00:00.000000000,32831.97,65,19,3,2020,3,4,2020,19,3,2020,23,611,3-4-2020,2020-03-04 00:00:00.000000000,0-15days
5173,140104552,2020.0,2960628015.0,2020-04-09 00:00:00.000000000,70462.62299999999,65,9,4,2020,27,4,2020,17,4,2020,5,2802,27-4-2020,2020-04-27 00:00:00.000000006,0-15days
5174,200609331,2020.0,1930754403.0,2020-04-06 00:00:00.000000000,20905.34,65,6,4,2020,21,4,2020,6,4,2020,21,1558,21-4-2020,2020-04-21 00:00:00.000000001,0-15days
5175,200152991,2020.0,1930842379.0,2020-05-01 00:00:00.000000000,6577.35,65,1,5,2020,16,5,2020,1,5,2020,21,1402,16-5-2020,2020-05-16 00:00:00.000000001,0-15days
5176,200759878,2020.0,1930827236.0,2020-04-26 00:00:00.000000000,45650.81,65,26,4,2020,11,5,2020,26,4,2020,34,2364,11-5-2020,2020-11-04 23:59:59.999999996,0-15days
5177,200769623,2020.0,1930714120.0,2020-03-28 00:00:00.000000000,39544.22,65,28,3,2020,12,4,2020,28,3,2020,34,2984,12-4-2020,2020-12-03 23:59:59.999999998,0-15days
5178,200769623,2020.0,1930712295.0,2020-03-29 00:00:00.000000000,3270.04,65,29,3,2020,13,4,2020,29,3,2020,34,2976,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
5179,200759878,2020.0,1930774156.0,2020-04-10 00:00:00.000000000,17472.32,65,10,4,2020,25,4,2020,10,4,2020,34,2363,25-4-2020,2020-04-24 23:59:59.999999996,0-15days
5180,200769623,2020.0,1930779338.0,2020-04-12 00:00:00.000000000,40193.83,65,12,4,2020,27,4,2020,12,4,2020,34,2977,27-4-2020,2020-04-26 23:59:59.999999999,0-15days
5181,200769623,2020.0,1930842562.0,2020-04-30 00:00:00.000000000,26068.81,65,30,4,2020,15,5,2020,30,4,2020,34,2983,15-5-2020,2020-05-14 23:59:59.999999998,0-15days
5182,200772670,2020.0,1930883511.0,2020-05-09 00:00:00.000000000,37534.07,65,9,5,2020,24,5,2020,9,5,2020,47,176,24-5-2020,2020-05-24 00:00:00.000000000,0-15days
5183,200771157,2020.0,1930716522.0,2020-03-28 00:00:00.000000000,97787.87,65,28,3,2020,12,4,2020,28,3,2020,21,3018,12-4-2020,2020-12-04 00:00:00.000000005,0-15days
5184,200778998,2020.0,1930660695.0,2020-03-18 00:00:00.000000000,68647.46,65,18,3,2020,2,4,2020,18,3,2020,21,472,2-4-2020,2020-02-04 00:00:00.000000004,0-15days
5185,200780383,2020.0,1930862007.0,2020-05-07 00:00:00.000000000,99009.29,65,7,5,2020,22,5,2020,7,5,2020,21,1841,22-5-2020,2020-05-22 00:00:00.000000002,0-15days
5186,200762301,2020.0,1930741917.0,2020-04-04 00:00:00.000000000,59745.33,65,4,4,2020,19,4,2020,4,4,2020,26,426,19-4-2020,2020-04-19 00:00:00.000000001,0-15days
5187,200706844,2020.0,1930785837.0,2020-04-16 00:00:00.000000000,27790.43,65,16,4,2020,1,5,2020,16,4,2020,21,3045,1-5-2020,2020-01-05 00:00:00.000000002,0-15days
5188,200769623,2020.0,1930611222.0,2020-03-06 00:00:00.000000000,36342.89,65,6,3,2020,21,3,2020,6,3,2020,34,2981,21-3-2020,2020-03-20 23:59:59.999999998,0-15days
5189,200668077,2020.0,1930862957.0,2020-05-06 00:00:00.000000000,77637.6,65,6,5,2020,16,5,2020,6,5,2020,11,2906,16-5-2020,2020-05-16 00:00:00.000000003,0-15days
5190,200726979,2020.0,1930854395.0,2020-05-04 00:00:00.000000000,285.8,65,4,5,2020,19,5,2020,4,5,2020,21,312,19-5-2020,2020-05-19 00:00:00.000000003,0-15days
5191,200353024,2020.0,1930876907.0,2020-05-07 00:00:00.000000000,316.32,65,7,5,2020,24,5,2020,1,5,2020,38,714,24-5-2020,2020-05-23 23:59:59.999999992,0-15days
5192,200458131,2020.0,1930683901.0,2020-03-28 00:00:00.000000000,5151.25,65,28,3,2020,1,6,2020,28,3,2020,33,2906,1-6-2020,2020-01-05 23:59:59.999999998,0-15days
5193,100031704,2020.0,1930749618.0,2020-04-04 00:00:00.000000000,98592.67,65,4,4,2020,19,4,2020,4,4,2020,21,731,19-4-2020,2020-04-19 00:00:00.000000004,0-15days
5194,200806580,2020.0,1930576285.0,2020-02-27 00:00:00.000000000,4827.34,65,27,2,2020,13,3,2020,27,2,2020,21,266,13-3-2020,2020-03-12 23:59:59.999999999,0-15days
5195,200148860,2020.0,1930706568.0,2020-03-27 00:00:00.000000000,76882.01,65,27,3,2020,11,4,2020,27,3,2020,21,785,11-4-2020,2020-11-03 23:59:59.999999997,0-15days
5196,102,2020.0,1930576574.0,2020-02-27 00:00:00.000000000,7847.55,65,27,2,2020,2,4,2020,27,2,2020,32,1514,2-4-2020,2020-02-04 00:00:00.000000009,0-15days
5197,200769623,2020.0,1930802976.0,2020-04-21 00:00:00.000000000,60759.33,65,21,4,2020,6,5,2020,21,4,2020,34,2981,6-5-2020,2020-06-04 23:59:59.999999998,0-15days
5198,200769623,2020.0,1930724176.0,2020-04-01 00:00:00.000000000,355.55,65,1,4,2020,16,4,2020,1,4,2020,34,2979,16-4-2020,2020-04-15 23:59:59.999999998,0-15days
5199,200769623,2020.0,1930809458.0,2020-04-21 00:00:00.000000000,8109.73,65,21,4,2020,6,5,2020,21,4,2020,34,2985,6-5-2020,2020-06-04 23:59:59.999999998,0-15days
5200,200769623,2020.0,1930716916.0,2020-03-29 00:00:00.000000000,15888.46,65,29,3,2020,13,4,2020,29,3,2020,34,2985,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
5201,200275115,2020.0,1930747080.0,2020-04-06 00:00:00.000000000,120620.75,65,6,4,2020,21,4,2020,6,4,2020,21,2447,21-4-2020,2020-04-21 00:00:00.000000003,0-15days
5202,200769623,2020.0,1930725045.0,2020-03-31 00:00:00.000000000,13080.14,65,31,3,2020,15,4,2020,31,3,2020,34,2982,15-4-2020,2020-04-14 23:59:59.999999998,0-15days
5203,200762301,2020.0,1930659891.0,2020-03-17 00:00:00.000000000,146032.7,65,17,3,2020,1,4,2020,17,3,2020,26,428,1-4-2020,2020-01-04 00:00:00.000000000,0-15days
5204,140103409,2020.0,1991841210.0,2020-03-16 00:00:00.000000000,3266.7,65,16,3,2020,15,4,2020,16,3,2020,54,2906,15-4-2020,2020-04-15 00:00:00.000000002,0-15days
5205,200780383,2020.0,1930823586.0,2020-04-27 00:00:00.000000000,30781.52,65,27,4,2020,12,5,2020,27,4,2020,21,1836,12-5-2020,2020-12-05 00:00:00.000000001,0-15days
5206,200769623,2020.0,1930576011.0,2020-02-28 00:00:00.000000000,6270.37,65,28,2,2020,14,3,2020,28,2,2020,34,2981,14-3-2020,2020-03-13 23:59:59.999999995,0-15days
5207,200769623,2020.0,1930606009.0,2020-03-06 00:00:00.000000000,25360.86,65,6,3,2020,21,3,2020,6,3,2020,34,2986,21-3-2020,2020-03-20 23:59:59.999999998,0-15days
5208,200769623,2020.0,1930796654.0,2020-04-17 00:00:00.000000000,2321.7,65,17,4,2020,2,5,2020,17,4,2020,34,2981,2-5-2020,2020-02-04 23:59:59.999999998,0-15days
5209,200769623,2020.0,1930826921.0,2020-04-26 00:00:00.000000000,7512.76,65,26,4,2020,11,5,2020,26,4,2020,34,2976,11-5-2020,2020-11-04 23:59:59.999999998,0-15days
5210,200726979,2020.0,1930592283.0,2020-03-02 00:00:00.000000000,158.35,65,2,3,2020,17,3,2020,2,3,2020,21,313,17-3-2020,2020-03-17 00:00:00.000000002,0-15days
5211,200726979,2020.0,1930844502.0,2020-05-01 00:00:00.000000000,702.3,65,1,5,2020,16,5,2020,1,5,2020,21,315,16-5-2020,2020-05-16 00:00:00.000000002,0-15days
5212,200769623,2020.0,1930653106.0,2020-03-14 00:00:00.000000000,10887.67,65,14,3,2020,29,3,2020,14,3,2020,34,2983,29-3-2020,2020-03-28 23:59:59.999999998,0-15days
5213,200726979,2020.0,1930675702.0,2020-03-11 00:00:00.000000000,1625.05,65,11,3,2020,26,3,2020,11,3,2020,21,318,26-3-2020,2020-03-26 00:00:00.000000001,0-15days
5214,200416837,2020.0,1930676092.0,2020-03-20 00:00:00.000000000,2014.19,65,20,3,2020,26,3,2020,16,3,2020,36,695,26-3-2020,2020-03-25 23:59:59.999999992,0-15days
5215,200762301,2020.0,1930689821.0,2020-03-24 00:00:00.000000000,146227.99,65,24,3,2020,8,4,2020,24,3,2020,26,435,8-4-2020,2020-08-04 00:00:00.000000000,0-15days
5216,200726979,2020.0,1930659938.0,2020-03-17 00:00:00.000000000,66.37,65,17,3,2020,1,4,2020,17,3,2020,21,319,1-4-2020,2020-01-04 00:00:00.000000002,0-15days
5217,200793513,2020.0,1930717245.0,2020-03-29 00:00:00.000000000,53058.81,65,29,3,2020,13,4,2020,29,3,2020,21,1584,13-4-2020,2020-04-13 00:00:00.000000000,0-15days
5218,200718130,2020.0,1930693265.0,2020-03-24 00:00:00.000000000,11142.18,65,24,3,2020,8,4,2020,24,3,2020,21,2715,8-4-2020,2020-08-04 00:00:00.000000005,0-15days
5219,200794332,2020.0,1930781729.0,2020-04-15 00:00:00.000000000,51407.61,65,15,4,2020,30,4,2020,15,4,2020,23,613,30-4-2020,2020-04-30 00:00:00.000000002,0-15days
5220,200726979,2020.0,1930774460.0,2020-04-06 00:00:00.000000000,305.55,65,6,4,2020,21,4,2020,6,4,2020,21,310,21-4-2020,2020-04-21 00:00:00.000000003,0-15days
5221,200769623,2020.0,1930683494.0,2020-03-22 00:00:00.000000000,556.86,65,22,3,2020,6,4,2020,22,3,2020,34,2982,6-4-2020,2020-06-03 23:59:59.999999998,0-15days
5222,200769623,2020.0,1930653050.0,2020-03-14 00:00:00.000000000,12179.7,65,14,3,2020,29,3,2020,14,3,2020,34,2980,29-3-2020,2020-03-28 23:59:59.999999998,0-15days
5223,200592182,2020.0,1930655543.0,2020-03-16 00:00:00.000000000,10437.22,65,16,3,2020,11,3,2020,1,3,2020,36,710,11-3-2020,2020-11-02 23:59:59.999999993,0-15days
5224,100030964,2020.0,1930794389.0,2020-04-22 00:00:00.000000000,5342.0,65,22,4,2020,7,5,2020,22,4,2020,21,1957,7-5-2020,2020-07-05 00:00:00.000000000,0-15days
5225,200759878,2020.0,1930805294.0,2020-04-22 00:00:00.000000000,24535.06,65,22,4,2020,7,5,2020,22,4,2020,34,2361,7-5-2020,2020-07-04 23:59:59.999999996,0-15days
5226,200769623,2020.0,1930618742.0,2020-03-07 00:00:00.000000000,3426.42,65,7,3,2020,22,3,2020,7,3,2020,34,2983,22-3-2020,2020-03-21 23:59:59.999999998,0-15days
5227,200782001,2020.0,1930609530.0,2020-03-11 00:00:00.000000000,17017.4,65,11,3,2020,31,3,2020,11,3,2020,28,1117,31-3-2020,2020-03-31 00:00:00.000000004,0-15days
5228,200739534,2020.0,1930670407.0,2020-03-20 00:00:00.000000000,24733.85,65,20,3,2020,4,4,2020,20,3,2020,21,2010,4-4-2020,2020-04-04 00:00:00.000000001,0-15days
5229,200978899,2020.0,1930673983.0,2020-03-19 00:00:00.000000000,34744.32,65,19,3,2020,8,4,2020,19,3,2020,28,2906,8-4-2020,2020-08-04 00:00:00.000000006,0-15days
5230,200759878,2020.0,1930827287.0,2020-04-27 00:00:00.000000000,14070.44,65,27,4,2020,12,5,2020,27,4,2020,34,2358,12-5-2020,2020-12-04 23:59:59.999999996,0-15days
5231,200965912,2020.0,1930660947.0,2020-03-18 00:00:00.000000000,23583.78,65,18,3,2020,2,4,2020,18,3,2020,26,421,2-4-2020,2020-02-04 00:00:00.000000002,0-15days
5232,200759082,2020.0,1930784773.0,2020-04-14 00:00:00.000000000,24898.4,65,14,4,2020,29,4,2020,14,4,2020,21,2906,29-4-2020,2020-04-29 00:00:00.000000006,0-15days
5233,200769623,2020.0,1930779235.0,2020-04-13 00:00:00.000000000,31889.62,65,13,4,2020,28,4,2020,13,4,2020,34,2985,28-4-2020,2020-04-27 23:59:59.999999998,0-15days
5234,200508557,2020.0,1930692327.0,2020-03-31 00:00:00.000000000,2960.96,65,31,3,2020,15,4,2020,31,3,2020,21,975,15-4-2020,2020-04-15 00:00:00.000000002,0-15days
5235,200794332,2020.0,1930683156.0,2020-03-22 00:00:00.000000000,15983.15,65,22,3,2020,6,4,2020,22,3,2020,23,605,6-4-2020,2020-06-04 00:00:00.000000000,0-15days
5236,200780383,2020.0,1930659697.0,2020-03-16 00:00:00.000000000,35247.64,65,16,3,2020,20,5,2020,16,3,2020,33,1838,20-5-2020,2020-05-19 23:59:59.999999994,0-15days
5237,200726979,2020.0,1930753469.0,2020-04-08 00:00:00.000000000,24918.62,65,8,4,2020,23,4,2020,8,4,2020,21,315,23-4-2020,2020-04-23 00:00:00.000000002,0-15days
5238,200726979,2020.0,1930748798.0,2020-04-06 00:00:00.000000000,30857.59,65,6,4,2020,21,4,2020,6,4,2020,21,309,21-4-2020,2020-04-21 00:00:00.000000003,0-15days
5239,200729290,2020.0,1930665825.0,2020-03-18 00:00:00.000000000,17380.8,65,18,3,2020,2,4,2020,18,3,2020,21,1582,2-4-2020,2020-02-04 00:00:00.000000000,0-15days
5240,140104440,2020.0,2960620726.0,2020-03-15 00:00:00.000000000,18743.053,65,15,3,2020,27,3,2020,17,3,2020,5,2536,27-3-2020,2020-03-27 00:00:00.000000002,0-15days
5241,200769623,2020.0,1930585189.0,2020-03-02 00:00:00.000000000,140.09,65,2,3,2020,17,3,2020,2,3,2020,34,2976,17-3-2020,2020-03-16 23:59:59.999999998,0-15days
5242,200782669,2020.0,1930583994.0,2020-03-03 00:00:00.000000000,7583.14,65,3,3,2020,18,3,2020,3,3,2020,21,2686,18-3-2020,2020-03-18 00:00:00.000000006,0-15days
5243,200387798,2020.0,1930748923.0,2020-04-04 00:00:00.000000000,2314.44,65,4,4,2020,19,5,2020,4,4,2020,25,2906,19-5-2020,2020-05-19 00:00:00.000000005,0-15days
5244,200290370,2020.0,1930754011.0,2020-04-09 00:00:00.000000000,7623.6,65,9,4,2020,24,4,2020,9,4,2020,21,233,24-4-2020,2020-04-24 00:00:00.000000004,0-15days
5245,200759878,2020.0,1930572453.0,2020-02-28 00:00:00.000000000,19416.98,65,28,2,2020,14,3,2020,28,2,2020,34,2359,14-3-2020,2020-03-13 23:59:59.999999995,0-15days
5246,140105686,2020.0,2960632010.0,2020-04-30 00:00:00.000000000,12134.717,65,30,4,2020,12,5,2020,2,5,2020,5,2691,12-5-2020,2020-12-05 00:00:00.000000003,0-15days
5247,140106408,2020.0,2960623872.0,2020-03-25 00:00:00.000000000,3151.7989999999995,65,25,3,2020,4,4,2020,25,3,2020,5,2971,4-4-2020,2020-04-04 00:00:00.000000008,0-15days
5248,200772670,2020.0,1930585901.0,2020-03-01 00:00:00.000000000,58743.32,65,1,3,2020,16,3,2020,1,3,2020,47,184,16-3-2020,2020-03-15 23:59:59.999999999,0-15days
5249,200769623,2020.0,1930778844.0,2020-04-12 00:00:00.000000000,1067.57,65,12,4,2020,27,4,2020,12,4,2020,34,2983,27-4-2020,2020-04-26 23:59:59.999999998,0-15days
5250,200762301,2020.0,1930585612.0,2020-03-03 00:00:00.000000000,21609.8,65,3,3,2020,18,3,2020,3,3,2020,26,428,18-3-2020,2020-03-18 00:00:00.000000000,0-15days
5251,200769623,2020.0,1930777054.0,2020-04-14 00:00:00.000000000,6795.92,65,14,4,2020,29,4,2020,14,4,2020,34,2979,29-4-2020,2020-04-28 23:59:59.999999998,0-15days
5252,140105686,2020.0,2960629859.0,2020-04-21 00:00:00.000000000,1267.98,65,21,4,2020,2,5,2020,22,4,2020,5,2695,2-5-2020,2020-02-05 00:00:00.000000002,0-15days
5253,200748108,2020.0,1930775490.0,2020-04-10 00:00:00.000000000,78291.84,65,10,4,2020,25,4,2020,10,4,2020,21,1577,25-4-2020,2020-04-25 00:00:00.000000000,0-15days
5254,200723794,2020.0,1930715651.0,2020-03-29 00:00:00.000000000,2321.78,65,29,3,2020,13,4,2020,29,3,2020,21,2906,13-4-2020,2020-04-13 00:00:00.000000007,0-15days
5255,200794332,2020.0,1930611056.0,2020-03-07 00:00:00.000000000,1209.26,65,7,3,2020,22,3,2020,7,3,2020,23,607,22-3-2020,2020-03-22 00:00:00.000000000,0-15days
5256,200793830,2020.0,1930733076.0,2020-04-02 00:00:00.000000000,1478.85,65,2,4,2020,17,4,2020,2,4,2020,21,1696,17-4-2020,2020-04-17 00:00:00.000000001,0-15days
5257,200726979,2020.0,1930726415.0,2020-04-01 00:00:00.000000000,126.92,65,1,4,2020,16,4,2020,1,4,2020,21,316,16-4-2020,2020-04-16 00:00:00.000000002,0-15days
5258,200435191,2020.0,1930585169.0,2020-03-03 00:00:00.000000000,31703.33,65,3,3,2020,18,3,2020,3,3,2020,26,2906,18-3-2020,2020-03-18 00:00:00.000000006,0-15days
5259,200705372,2020.0,1930858392.0,2020-05-07 00:00:00.000000000,41610.3,65,7,5,2020,22,5,2020,7,5,2020,21,996,22-5-2020,2020-05-22 00:00:00.000000000,0-15days
5260,200769623,2020.0,1930730148.0,2020-04-02 00:00:00.000000000,11342.96,65,2,4,2020,17,4,2020,2,4,2020,34,2983,17-4-2020,2020-04-16 23:59:59.999999998,0-15days
5261,200875006,2020.0,1930710552.0,2020-03-27 00:00:00.000000000,84125.7,65,27,3,2020,11,4,2020,27,3,2020,21,1584,11-4-2020,2020-11-04 00:00:00.000000000,0-15days
5262,200759878,2020.0,1930751569.0,2020-04-07 00:00:00.000000000,6869.42,65,7,4,2020,22,4,2020,7,4,2020,34,2358,22-4-2020,2020-04-21 23:59:59.999999996,0-15days
5263,200972004,2020.0,1930655366.0,2020-03-18 00:00:00.000000000,14070.52,65,18,3,2020,2,4,2020,18,3,2020,21,2906,2-4-2020,2020-02-04 00:00:00.000000006,0-15days
5264,200726979,2020.0,1930870704.0,2020-05-07 00:00:00.000000000,3209.65,65,7,5,2020,22,5,2020,7,5,2020,21,314,22-5-2020,2020-05-22 00:00:00.000000002,0-15days
5265,200769623,2020.0,1930780681.0,2020-04-14 00:00:00.000000000,8949.6,65,14,4,2020,29,4,2020,14,4,2020,34,2983,29-4-2020,2020-04-28 23:59:59.999999998,0-15days
5266,200769623,2020.0,1930725874.0,2020-04-01 00:00:00.000000000,50042.27,65,1,4,2020,5,6,2020,1,4,2020,33,2979,5-6-2020,2020-05-05 23:59:59.999999999,0-15days
5267,200701314,2020.0,1930857087.0,2020-05-06 00:00:00.000000000,20923.15,65,6,5,2020,21,5,2020,6,5,2020,21,1778,21-5-2020,2020-05-21 00:00:00.000000003,0-15days
5268,200148860,2020.0,1930665626.0,2020-03-17 00:00:00.000000000,11099.81,65,17,3,2020,1,4,2020,17,3,2020,21,789,1-4-2020,2020-01-03 23:59:59.999999995,0-15days
5269,200772670,2020.0,1930859978.0,2020-05-05 00:00:00.000000000,1495.54,65,5,5,2020,20,5,2020,5,5,2020,47,180,20-5-2020,2020-05-20 00:00:00.000000001,0-15days
5270,140104552,2020.0,2960632403.0,2020-04-30 00:00:00.000000000,34482.434,65,30,4,2020,17,5,2020,7,5,2020,5,2803,17-5-2020,2020-05-17 00:00:00.000000003,0-15days
5271,200275115,2020.0,1930725286.0,2020-04-02 00:00:00.000000000,51773.04,65,2,4,2020,17,4,2020,2,4,2020,21,2449,17-4-2020,2020-04-17 00:00:00.000000003,0-15days
5272,100031704,2020.0,1930862738.0,2020-05-07 00:00:00.000000000,67726.06,65,7,5,2020,22,5,2020,7,5,2020,21,726,22-5-2020,2020-05-22 00:00:00.000000004,0-15days
5273,200418007,2020.0,1930779075.0,2020-04-14 00:00:00.000000000,80222.6,65,14,4,2020,29,4,2020,14,4,2020,21,97,29-4-2020,2020-04-29 00:00:00.000000000,0-15days
5274,200706844,2020.0,1930757183.0,2020-04-09 00:00:00.000000000,38473.31,65,9,4,2020,24,4,2020,9,4,2020,21,3047,24-4-2020,2020-04-24 00:00:00.000000003,0-15days
5275,200706844,2020.0,1930690026.0,2020-03-25 00:00:00.000000000,8433.97,65,25,3,2020,9,4,2020,25,3,2020,21,3047,9-4-2020,2020-09-04 00:00:00.000000003,0-15days
5276,200769623,2020.0,1930789570.0,2020-04-16 00:00:00.000000000,64.73,65,16,4,2020,1,5,2020,16,4,2020,34,2982,1-5-2020,2020-01-04 23:59:59.999999998,0-15days
5277,200769623,2020.0,1930593310.0,2020-03-04 00:00:00.000000000,58779.47,65,4,3,2020,19,3,2020,4,3,2020,34,2979,19-3-2020,2020-03-18 23:59:59.999999998,0-15days
5278,200794332,2020.0,1930673843.0,2020-03-22 00:00:00.000000000,9659.62,65,22,3,2020,6,4,2020,22,3,2020,23,606,6-4-2020,2020-06-04 00:00:00.000000000,0-15days
5279,200769623,2020.0,1930619343.0,2020-03-06 00:00:00.000000000,1898.9,65,6,3,2020,21,3,2020,6,3,2020,34,2978,21-3-2020,2020-03-20 23:59:59.999999998,0-15days
5280,200769623,2020.0,1930710411.0,2020-03-28 00:00:00.000000000,20710.05,65,28,3,2020,12,4,2020,28,3,2020,34,2977,12-4-2020,2020-12-03 23:59:59.999999999,0-15days
5281,200936373,2020.0,1930720168.0,2020-03-31 00:00:00.000000000,84539.38,65,31,3,2020,15,4,2020,31,3,2020,21,2646,15-4-2020,2020-04-15 00:00:00.000000007,0-15days
